eid,subject
2-s2.0-39149145133,dentistry
2-s2.0-39149145133,medicine
2-s2.0-37049030618,immunology and microbiology
2-s2.0-43249117624,"biochemistry, genetics & molecular biology"
2-s2.0-43249117624,medicine
2-s2.0-41149175633,medicine
2-s2.0-67749116179,medicine
2-s2.0-67749116179,neuroscience
2-s2.0-70349417744,"business, management and accounting"
2-s2.0-70349417744,decision sciences
2-s2.0-70349417744,"economics, econometrics and finance"
2-s2.0-70349417744,engineering
2-s2.0-73349122858,computer science
2-s2.0-73349122858,social sciences
2-s2.0-70849090984,"biochemistry, genetics & molecular biology"
2-s2.0-70849090984,medicine
2-s2.0-69249208667,agricultural & biological sciences
2-s2.0-68849115226,"biochemistry, genetics & molecular biology"
2-s2.0-68849115226,medicine
2-s2.0-61449181236,chemical engineering
2-s2.0-61449181236,chemistry
2-s2.0-61449181236,materials science
2-s2.0-61449181236,mathematics
2-s2.0-61449181236,physics and astronomy
2-s2.0-65549110323,medicine
2-s2.0-66449090388,medicine
2-s2.0-58849143306,medicine
2-s2.0-58849143306,social sciences
2-s2.0-64049097155,"biochemistry, genetics & molecular biology"
2-s2.0-64049097155,medicine
2-s2.0-69249203616,chemistry
2-s2.0-69249203616,mathematics
2-s2.0-69249203616,physics and astronomy
2-s2.0-70350123552,agricultural & biological sciences
2-s2.0-75649099353,agricultural & biological sciences
2-s2.0-59749086472,arts and humanities
2-s2.0-59749086472,psychology
2-s2.0-59749086472,social sciences
2-s2.0-79959310504,immunology and microbiology
2-s2.0-78649659733,medicine
2-s2.0-78951476898,"biochemistry, genetics & molecular biology"
2-s2.0-78951476898,medicine
2-s2.0-77955872745,medicine
2-s2.0-77955268192,"biochemistry, genetics & molecular biology"
2-s2.0-77955268192,medicine
2-s2.0-77954436578,immunology and microbiology
2-s2.0-77954436578,medicine
2-s2.0-77953632427,medicine
2-s2.0-77953632427,nursing
2-s2.0-77951877039,"biochemistry, genetics & molecular biology"
2-s2.0-77951877039,chemistry
2-s2.0-77952583266,agricultural & biological sciences
2-s2.0-77952583266,"biochemistry, genetics & molecular biology"
2-s2.0-77952956507,"biochemistry, genetics & molecular biology"
2-s2.0-77952956507,immunology and microbiology
2-s2.0-77949901364,medicine
2-s2.0-76449084944,medicine
2-s2.0-76749163232,medicine
2-s2.0-78549264391,medicine
2-s2.0-70449520460,mathematics
2-s2.0-77954483231,social sciences
2-s2.0-75649114222,"biochemistry, genetics & molecular biology"
2-s2.0-75649114222,medicine
2-s2.0-75649114222,neuroscience
2-s2.0-83655184797,agricultural & biological sciences
2-s2.0-84455205901,physics and astronomy
2-s2.0-80054706899,medicine
2-s2.0-80053349494,medicine
2-s2.0-80052606841,medicine
2-s2.0-80051666131,medicine
2-s2.0-79960655606,agricultural & biological sciences
2-s2.0-79959855903,chemistry
2-s2.0-79959855903,materials science
2-s2.0-79957796271,social sciences
2-s2.0-79957821564,engineering
2-s2.0-79957821564,materials science
2-s2.0-79951515494,physics and astronomy
2-s2.0-78651391337,medicine
2-s2.0-78751477113,agricultural & biological sciences
2-s2.0-78751477113,environmental science
2-s2.0-81155138268,immunology and microbiology
2-s2.0-81155138268,medicine
2-s2.0-80052220455,"biochemistry, genetics & molecular biology"
2-s2.0-80052220455,medicine
2-s2.0-80052220455,"pharmacology, toxicology and pharmaceutics"
2-s2.0-83155168434,medicine
2-s2.0-79951711611,"biochemistry, genetics & molecular biology"
2-s2.0-79951711611,medicine
2-s2.0-84871428041,multidisciplinary
2-s2.0-84883094672,unknown
2-s2.0-84869070309,physics and astronomy
2-s2.0-84867887549,"biochemistry, genetics & molecular biology"
2-s2.0-84867887549,medicine
2-s2.0-84867177857,medicine
2-s2.0-84865726304,medicine
2-s2.0-84865144038,medicine
2-s2.0-84865144038,social sciences
2-s2.0-84872180671,agricultural & biological sciences
2-s2.0-84919394255,unknown
2-s2.0-84859922092,unknown
2-s2.0-84861751051,medicine
2-s2.0-84857649645,medicine
2-s2.0-84857649645,nursing
2-s2.0-84857819153,unknown
2-s2.0-84863618342,agricultural & biological sciences
2-s2.0-84855183973,medicine
2-s2.0-82655184669,immunology and microbiology
2-s2.0-82655184669,medicine
2-s2.0-84867122727,medicine
2-s2.0-84887607415,unknown
2-s2.0-84888361798,medicine
2-s2.0-84885397953,"biochemistry, genetics & molecular biology"
2-s2.0-84885397953,medicine
2-s2.0-84884907569,chemistry
2-s2.0-84885042198,medicine
2-s2.0-84884517494,agricultural & biological sciences
2-s2.0-84884517494,environmental science
2-s2.0-84881245920,medicine
2-s2.0-84877859498,multidisciplinary
2-s2.0-84876322332,"biochemistry, genetics & molecular biology"
2-s2.0-84876322332,medicine
2-s2.0-84886332071,unknown
2-s2.0-84876537820,medicine
2-s2.0-84871784303,medicine
2-s2.0-84871994820,medicine
2-s2.0-84881475559,agricultural & biological sciences
2-s2.0-84881475559,"biochemistry, genetics & molecular biology"
2-s2.0-84881475559,chemistry
2-s2.0-84890334214,medicine
2-s2.0-84883398513,chemistry
2-s2.0-84888992283,medicine
2-s2.0-84877297861,agricultural & biological sciences
2-s2.0-84874745627,unknown
2-s2.0-84881164520,unknown
2-s2.0-84886726932,medicine
2-s2.0-84918508111,physics and astronomy
2-s2.0-84925702558,multidisciplinary
2-s2.0-84924263216,medicine
2-s2.0-84997229074,medicine
2-s2.0-84910012882,medicine
2-s2.0-84907202189,physics and astronomy
2-s2.0-84907222203,medicine
2-s2.0-84901977720,medicine
2-s2.0-84894462149,medicine
2-s2.0-84892583393,"biochemistry, genetics & molecular biology"
2-s2.0-84892583393,medicine
2-s2.0-84905980652,medicine
2-s2.0-84897973229,"economics, econometrics and finance"
2-s2.0-84897973229,social sciences
2-s2.0-84923317484,agricultural & biological sciences
2-s2.0-84923317484,"biochemistry, genetics & molecular biology"
2-s2.0-84928119403,immunology and microbiology
2-s2.0-84928119403,medicine
2-s2.0-84896720543,medicine
2-s2.0-84895813214,medicine
2-s2.0-84895535098,"biochemistry, genetics & molecular biology"
2-s2.0-84895535098,chemistry
2-s2.0-84895535098,"pharmacology, toxicology and pharmaceutics"
2-s2.0-84897142275,unknown
2-s2.0-84947944177,medicine
2-s2.0-84956750097,environmental science
2-s2.0-84983158344,medicine
2-s2.0-84945563977,physics and astronomy
2-s2.0-84942291330,medicine
2-s2.0-84943409644,medicine
2-s2.0-84938419212,medicine
2-s2.0-84938419212,nursing
2-s2.0-84942333305,medicine
2-s2.0-84939477059,medicine
2-s2.0-84940649946,unknown
2-s2.0-84938833221,medicine
2-s2.0-84938738886,immunology and microbiology
2-s2.0-84938738886,medicine
2-s2.0-84931561195,medicine
2-s2.0-84938827959,physics and astronomy
2-s2.0-84937569037,medicine
2-s2.0-84939813863,earth and planetary sciences
2-s2.0-84938526486,medicine
2-s2.0-84938526486,nursing
2-s2.0-84936845953,"biochemistry, genetics & molecular biology"
2-s2.0-84936845953,medicine
2-s2.0-84934991714,"biochemistry, genetics & molecular biology"
2-s2.0-84934991714,immunology and microbiology
2-s2.0-84934991714,medicine
2-s2.0-84930436697,medicine
2-s2.0-84938916964,environmental science
2-s2.0-84979726292,physics and astronomy
2-s2.0-84928689940,agricultural & biological sciences
2-s2.0-84929047440,agricultural & biological sciences
2-s2.0-84929047440,veterinary
2-s2.0-84929289581,medicine
2-s2.0-84924905446,agricultural & biological sciences
2-s2.0-84924905446,"biochemistry, genetics & molecular biology"
2-s2.0-84922970030,medicine
2-s2.0-84928901521,medicine
2-s2.0-84928901521,"pharmacology, toxicology and pharmaceutics"
2-s2.0-84930438237,agricultural & biological sciences
2-s2.0-84924368203,physics and astronomy
2-s2.0-84922733017,dentistry
2-s2.0-84922733017,medicine
2-s2.0-84929147308,medicine
2-s2.0-84929327840,medicine
2-s2.0-84921417123,"biochemistry, genetics & molecular biology"
2-s2.0-84921417123,medicine
2-s2.0-84916216289,medicine
2-s2.0-84933059525,unknown
2-s2.0-84931261706,medicine
2-s2.0-84920270361,medicine
2-s2.0-84920270361,nursing
2-s2.0-85016183704,unknown
2-s2.0-84925285609,medicine
2-s2.0-84939478521,computer science
2-s2.0-84939478521,medicine
2-s2.0-84921318987,medicine
2-s2.0-85006762123,"biochemistry, genetics & molecular biology"
2-s2.0-85006762123,medicine
2-s2.0-85019371651,unknown
2-s2.0-84991226457,medicine
2-s2.0-85009950342,arts and humanities
2-s2.0-85009950342,social sciences
2-s2.0-85003698337,medicine
2-s2.0-84995810323,medicine
2-s2.0-85021198756,agricultural & biological sciences
2-s2.0-85021198756,"biochemistry, genetics & molecular biology"
2-s2.0-85006088652,arts and humanities
2-s2.0-84981744901,medicine
2-s2.0-84976871168,medicine
2-s2.0-84978419845,medicine
2-s2.0-84968542281,agricultural & biological sciences
2-s2.0-84968542281,"biochemistry, genetics & molecular biology"
2-s2.0-84982170256,medicine
2-s2.0-84984649244,physics and astronomy
2-s2.0-84986201515,earth and planetary sciences
2-s2.0-84946095354,medicine
2-s2.0-84978923098,medicine
2-s2.0-84980396108,medicine
2-s2.0-84963748020,"biochemistry, genetics & molecular biology"
2-s2.0-84963748020,medicine
2-s2.0-84969211416,"biochemistry, genetics & molecular biology"
2-s2.0-84969211416,medicine
2-s2.0-84969211416,neuroscience
2-s2.0-84975230769,medicine
2-s2.0-84968903196,multidisciplinary
2-s2.0-84966330700,"biochemistry, genetics & molecular biology"
2-s2.0-84966330700,medicine
2-s2.0-84962972191,"biochemistry, genetics & molecular biology"
2-s2.0-84962972191,medicine
2-s2.0-84958793964,medicine
2-s2.0-84995655527,medicine
2-s2.0-84964689063,medicine
2-s2.0-84973924486,medicine
2-s2.0-84960496215,unknown
2-s2.0-84959098243,"biochemistry, genetics & molecular biology"
2-s2.0-84959098243,medicine
2-s2.0-84946779996,agricultural & biological sciences
2-s2.0-84960088742,"biochemistry, genetics & molecular biology"
2-s2.0-84960088742,medicine
2-s2.0-84940399494,agricultural & biological sciences
2-s2.0-84961233470,medicine
2-s2.0-85041073009,arts and humanities
2-s2.0-85041073009,social sciences
2-s2.0-85025447020,immunology and microbiology
2-s2.0-85025447020,medicine
2-s2.0-84975197890,unknown
2-s2.0-85039946380,physics and astronomy
2-s2.0-85037701467,neuroscience
2-s2.0-85031323572,unknown
2-s2.0-85026505028,medicine
2-s2.0-85026505028,neuroscience
2-s2.0-85039804460,medicine
2-s2.0-85028349125,medicine
2-s2.0-85033573515,medicine
2-s2.0-85031774764,chemistry
2-s2.0-85032492045,multidisciplinary
2-s2.0-85026903176,immunology and microbiology
2-s2.0-85026903176,medicine
2-s2.0-85028297086,immunology and microbiology
2-s2.0-85028297086,medicine
2-s2.0-85030166114,"biochemistry, genetics & molecular biology"
2-s2.0-85029488703,medicine
2-s2.0-85030764106,medicine
2-s2.0-85023767040,"biochemistry, genetics & molecular biology"
2-s2.0-85023767040,medicine
2-s2.0-85021841424,medicine
2-s2.0-85027129976,medicine
2-s2.0-85027180203,medicine
2-s2.0-85026662281,medicine
2-s2.0-85026632758,medicine
2-s2.0-84995487524,"biochemistry, genetics & molecular biology"
2-s2.0-84995487524,immunology and microbiology
2-s2.0-84995487524,medicine
2-s2.0-85026663045,medicine
2-s2.0-85028835793,earth and planetary sciences
2-s2.0-85021924038,medicine
2-s2.0-85019362730,medicine
2-s2.0-85024396017,medicine
2-s2.0-85020306477,medicine
2-s2.0-85019711645,"biochemistry, genetics & molecular biology"
2-s2.0-85019711645,medicine
2-s2.0-85021821442,medicine
2-s2.0-85018239566,medicine
2-s2.0-85016076184,"biochemistry, genetics & molecular biology"
2-s2.0-85016076184,medicine
2-s2.0-85010918234,medicine
2-s2.0-85014847418,medicine
2-s2.0-85014089053,medicine
2-s2.0-85013378494,medicine
2-s2.0-85014584189,medicine
2-s2.0-85011022937,medicine
2-s2.0-85050849625,medicine
2-s2.0-84968593351,agricultural & biological sciences
2-s2.0-85018855736,medicine
2-s2.0-85015662914,medicine
2-s2.0-85045192038,medicine
2-s2.0-85041470874,medicine
2-s2.0-85053219620,multidisciplinary
2-s2.0-85057278464,"biochemistry, genetics & molecular biology"
2-s2.0-85057278464,medicine
2-s2.0-85041603130,physics and astronomy
2-s2.0-85060313184,unknown
2-s2.0-85054513921,medicine
2-s2.0-85054513921,neuroscience
2-s2.0-85047660423,medicine
2-s2.0-85047660423,nursing
2-s2.0-85053510706,medicine
2-s2.0-85058474020,medicine
2-s2.0-85054766012,medicine
2-s2.0-85053666909,medicine
2-s2.0-85053798193,arts and humanities
2-s2.0-85053798193,environmental science
2-s2.0-85053798193,social sciences
2-s2.0-85064437772,medicine
2-s2.0-85061978437,social sciences
2-s2.0-85052824936,medicine
2-s2.0-85045543698,medicine
2-s2.0-85052596534,medicine
2-s2.0-85051964929,medicine
2-s2.0-85048957195,medicine
2-s2.0-85048111118,medicine
2-s2.0-85053681754,earth and planetary sciences
2-s2.0-85050131767,medicine
2-s2.0-85037370933,social sciences
2-s2.0-85037341659,medicine
2-s2.0-85047915194,medicine
2-s2.0-85046818875,"biochemistry, genetics & molecular biology"
2-s2.0-85046818875,medicine
2-s2.0-85046816309,medicine
2-s2.0-85039559911,"biochemistry, genetics & molecular biology"
2-s2.0-85039559911,medicine
2-s2.0-85044527660,medicine
2-s2.0-85048068501,medicine
2-s2.0-85045405819,medicine
2-s2.0-85045405819,neuroscience
2-s2.0-85047087037,medicine
2-s2.0-85046426400,medicine
2-s2.0-85045273181,medicine
2-s2.0-85047882949,nursing
2-s2.0-85044526189,immunology and microbiology
2-s2.0-85044526189,medicine
2-s2.0-85044526189,veterinary
2-s2.0-85043366631,immunology and microbiology
2-s2.0-85043366631,medicine
2-s2.0-85043366631,veterinary
2-s2.0-85048470928,agricultural & biological sciences
2-s2.0-85048470928,environmental science
2-s2.0-85043702480,agricultural & biological sciences
2-s2.0-85043702480,environmental science
2-s2.0-85057561194,unknown
2-s2.0-85046411078,medicine
2-s2.0-85041557584,medicine
2-s2.0-85040982857,medicine
2-s2.0-85041425265,medicine
2-s2.0-85068778762,medicine
2-s2.0-85040175180,medicine
2-s2.0-85047104745,medicine
2-s2.0-85040828497,multidisciplinary
2-s2.0-85040574305,medicine
2-s2.0-85064161143,medicine
2-s2.0-85048748130,physics and astronomy
2-s2.0-85068965744,"biochemistry, genetics & molecular biology"
2-s2.0-85068965744,chemistry
2-s2.0-85068965744,multidisciplinary
2-s2.0-85068965744,physics and astronomy
2-s2.0-85074297784,"biochemistry, genetics & molecular biology"
2-s2.0-85074297784,chemistry
2-s2.0-85074297784,multidisciplinary
2-s2.0-85074297784,physics and astronomy
2-s2.0-85072283241,medicine
2-s2.0-85073458638,multidisciplinary
2-s2.0-85071610874,physics and astronomy
2-s2.0-85071550670,physics and astronomy
2-s2.0-85072753630,"biochemistry, genetics & molecular biology"
2-s2.0-85072753630,medicine
2-s2.0-85071881819,"economics, econometrics and finance"
2-s2.0-85071881819,psychology
2-s2.0-85071881819,social sciences
2-s2.0-85068899860,"biochemistry, genetics & molecular biology"
2-s2.0-85068899860,immunology and microbiology
2-s2.0-85068899860,medicine
2-s2.0-85069669834,medicine
2-s2.0-85064607708,medicine
2-s2.0-85071346345,medicine
2-s2.0-85067859761,medicine
2-s2.0-85063235603,medicine
2-s2.0-85063235603,nursing
2-s2.0-85064654866,medicine
2-s2.0-85064654866,nursing
2-s2.0-85068416125,medicine
2-s2.0-85068939477,neuroscience
2-s2.0-85068939477,psychology
2-s2.0-85071506886,immunology and microbiology
2-s2.0-85071506886,medicine
2-s2.0-85069726420,medicine
2-s2.0-85068829970,medicine
2-s2.0-85100090082,medicine
2-s2.0-85070472512,medicine
2-s2.0-85070472512,nursing
2-s2.0-85064845892,medicine
2-s2.0-85067922699,engineering
2-s2.0-85067922699,materials science
2-s2.0-85067922699,physics and astronomy
2-s2.0-85069147924,medicine
2-s2.0-85070085546,medicine
2-s2.0-85073074327,unknown
2-s2.0-85064623158,"biochemistry, genetics & molecular biology"
2-s2.0-85064623158,medicine
2-s2.0-85060610770,immunology and microbiology
2-s2.0-85060610770,medicine
2-s2.0-85070567680,chemistry
2-s2.0-85070567680,materials science
2-s2.0-85070567680,physics and astronomy
2-s2.0-85068232451,chemistry
2-s2.0-85068232451,materials science
2-s2.0-85068232451,physics and astronomy
2-s2.0-85041530694,engineering
2-s2.0-85041530694,environmental science
2-s2.0-85041530694,social sciences
2-s2.0-85053130204,medicine
2-s2.0-85053130204,nursing
2-s2.0-85053130204,psychology
2-s2.0-85064174832,medicine
2-s2.0-85084126012,unknown
2-s2.0-85059916248,medicine
2-s2.0-85078321341,medicine
2-s2.0-85067071935,chemistry
2-s2.0-85067071935,materials science
2-s2.0-85067071935,physics and astronomy
2-s2.0-85067908894,engineering
2-s2.0-85067908894,physics and astronomy
2-s2.0-85065864513,physics and astronomy
2-s2.0-85060337689,agricultural & biological sciences
2-s2.0-85062389577,"biochemistry, genetics & molecular biology"
2-s2.0-85062389577,medicine
2-s2.0-85062389577,physics and astronomy
2-s2.0-85062967099,"biochemistry, genetics & molecular biology"
2-s2.0-85062967099,medicine
2-s2.0-85062770668,"biochemistry, genetics & molecular biology"
2-s2.0-85062770668,medicine
2-s2.0-85066067505,physics and astronomy
2-s2.0-85063030158,immunology and microbiology
2-s2.0-85063030158,veterinary
2-s2.0-85063614445,chemistry
2-s2.0-85063712827,"biochemistry, genetics & molecular biology"
2-s2.0-85063712827,immunology and microbiology
2-s2.0-85063712827,medicine
2-s2.0-85063712827,neuroscience
2-s2.0-85058784675,medicine
2-s2.0-85056721791,immunology and microbiology
2-s2.0-85056721791,medicine
2-s2.0-85062416919,medicine
2-s2.0-85055913331,medicine
2-s2.0-85057865443,physics and astronomy
2-s2.0-85068744396,medicine
