eid,subject
2-s2.0-85174465456,computer science
2-s2.0-85174465456,mathematics
2-s2.0-85146952916,"business, management and accounting"
2-s2.0-85146952916,medicine
2-s2.0-85146952916,nursing
2-s2.0-85167339376,medicine
2-s2.0-85167339376,social sciences
2-s2.0-85165101577,arts and humanities
2-s2.0-85165101577,social sciences
2-s2.0-85158842094,arts and humanities
2-s2.0-85158842094,social sciences
2-s2.0-85160702373,unknown
2-s2.0-85146815690,mathematics
2-s2.0-85166436596,mathematics
2-s2.0-85145708347,"biochemistry, genetics & molecular biology"
2-s2.0-85145708347,chemistry
2-s2.0-85145708347,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85145700879,arts and humanities
2-s2.0-85145700879,social sciences
2-s2.0-85164773222,social sciences
2-s2.0-85174888009,medicine
2-s2.0-85174888009,neuroscience
2-s2.0-85200010605,unknown
2-s2.0-85140824833,medicine
2-s2.0-85174916082,medicine
2-s2.0-85174916082,nursing
2-s2.0-85151089250,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85153043088,computer science
2-s2.0-85153109118,computer science
2-s2.0-85178897902,"business, management and accounting"
2-s2.0-85178897902,decision sciences
2-s2.0-85153045579,computer science
2-s2.0-85178944424,"business, management and accounting"
2-s2.0-85178944424,decision sciences
2-s2.0-85178911561,"business, management and accounting"
2-s2.0-85178911561,decision sciences
2-s2.0-85178915948,"business, management and accounting"
2-s2.0-85178915948,decision sciences
2-s2.0-85173124382,medicine
2-s2.0-85169834838,"economics, econometrics and finance"
2-s2.0-85147585134,"business, management and accounting"
2-s2.0-85147585134,decision sciences
2-s2.0-85136470596,medicine
2-s2.0-85136470596,social sciences
2-s2.0-85164133568,medicine
2-s2.0-85149276132,medicine
2-s2.0-85180521357,medicine
2-s2.0-85193078148,medicine
2-s2.0-85169903136,social sciences
2-s2.0-85152599044,medicine
2-s2.0-85152599044,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85152599044,social sciences
2-s2.0-85162106278,social sciences
2-s2.0-85147029640,medicine
2-s2.0-85178937679,"business, management and accounting"
2-s2.0-85178937679,decision sciences
2-s2.0-85146823839,medicine
2-s2.0-85153103594,computer science
2-s2.0-85162885389,computer science
2-s2.0-85162885389,engineering
2-s2.0-85162885389,materials science
2-s2.0-85175702670,medicine
2-s2.0-85153055577,computer science
2-s2.0-85153101806,computer science
2-s2.0-85153118684,computer science
2-s2.0-85153079145,computer science
2-s2.0-85153059432,computer science
2-s2.0-85153112975,computer science
2-s2.0-85153084040,computer science
2-s2.0-85153042261,computer science
2-s2.0-85161856570,"business, management and accounting"
2-s2.0-85164539084,unknown
2-s2.0-85179098605,"business, management and accounting"
2-s2.0-85179098605,computer science
2-s2.0-85174524076,unknown
2-s2.0-85162849827,computer science
2-s2.0-85164538597,unknown
2-s2.0-85189141338,unknown
2-s2.0-85146757685,computer science
2-s2.0-85146757685,engineering
2-s2.0-85146757685,mathematics
2-s2.0-85167443831,unknown
2-s2.0-85125909874,health professions
2-s2.0-85153052480,computer science
2-s2.0-85147559966,"business, management and accounting"
2-s2.0-85147559966,"economics, econometrics and finance"
2-s2.0-85166571821,"biochemistry, genetics & molecular biology"
2-s2.0-85166571821,medicine
2-s2.0-85132652753,computer science
2-s2.0-85132652753,earth and planetary sciences
2-s2.0-85178500218,computer science
2-s2.0-85178500218,engineering
2-s2.0-85178500218,materials science
2-s2.0-85167403765,unknown
2-s2.0-85163179051,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85161183036,medicine
2-s2.0-85171893128,computer science
2-s2.0-85171893128,engineering
2-s2.0-85171893128,mathematics
2-s2.0-85153335021,computer science
2-s2.0-85153335021,engineering
2-s2.0-85153335021,materials science
2-s2.0-85149179109,unknown
2-s2.0-85176312737,computer science
2-s2.0-85176312737,engineering
2-s2.0-85176312737,materials science
2-s2.0-85167777895,computer science
2-s2.0-85167777895,engineering
2-s2.0-85167777895,materials science
2-s2.0-85164411430,computer science
2-s2.0-85164411430,engineering
2-s2.0-85164411430,materials science
2-s2.0-85164538493,unknown
2-s2.0-85167442480,unknown
2-s2.0-85170643998,unknown
2-s2.0-85164537961,unknown
2-s2.0-85167421007,unknown
2-s2.0-85149427254,medicine
2-s2.0-85146779189,mathematics
2-s2.0-85146779189,physics and astronomy
2-s2.0-85147632743,medicine
2-s2.0-85147632743,social sciences
2-s2.0-85146502355,engineering
2-s2.0-85167464449,unknown
2-s2.0-85158845046,medicine
2-s2.0-85175476102,computer science
2-s2.0-85175476102,engineering
2-s2.0-85175476102,mathematics
2-s2.0-85150709631,medicine
2-s2.0-85150709631,nursing
2-s2.0-85150504625,"business, management and accounting"
2-s2.0-85150504625,decision sciences
2-s2.0-85162669776,computer science
2-s2.0-85162669776,engineering
2-s2.0-85162669776,materials science
2-s2.0-85161535823,computer science
2-s2.0-85161535823,engineering
2-s2.0-85161535823,materials science
2-s2.0-85164540061,unknown
2-s2.0-85147199744,computer science
2-s2.0-85147199744,engineering
2-s2.0-85147199744,materials science
2-s2.0-85178998307,computer science
2-s2.0-85178188896,social sciences
2-s2.0-85138036200,immunology and microbiology
2-s2.0-85138036200,medicine
2-s2.0-85165632929,chemistry
2-s2.0-85153344772,computer science
2-s2.0-85153344772,engineering
2-s2.0-85153344772,materials science
2-s2.0-105003235725,dentistry
2-s2.0-85213060084,physics and astronomy
2-s2.0-85213003389,computer science
2-s2.0-85213003389,social sciences
2-s2.0-85212422755,engineering
2-s2.0-85212422755,social sciences
2-s2.0-85207133421,chemical engineering
2-s2.0-85207133421,chemistry
2-s2.0-85182187074,medicine
2-s2.0-85209088190,medicine
2-s2.0-85181525738,medicine
2-s2.0-85205680489,nursing
2-s2.0-85184792522,medicine
2-s2.0-85208469389,chemistry
2-s2.0-85203442896,nursing
2-s2.0-85213797418,dentistry
2-s2.0-85165945891,health professions
2-s2.0-85165945891,medicine
2-s2.0-85205391675,medicine
2-s2.0-85209777635,medicine
2-s2.0-85209777635,social sciences
2-s2.0-85213730043,medicine
2-s2.0-85176560567,"business, management and accounting"
2-s2.0-85176560567,decision sciences
2-s2.0-85203293922,medicine
2-s2.0-85212477522,"biochemistry, genetics & molecular biology"
2-s2.0-85212477522,medicine
2-s2.0-85189351269,arts and humanities
2-s2.0-85189351269,"business, management and accounting"
2-s2.0-85189351269,"economics, econometrics and finance"
2-s2.0-85189351269,psychology
2-s2.0-85189351269,social sciences
2-s2.0-85206849981,multidisciplinary
2-s2.0-85202914691,medicine
2-s2.0-85183762041,medicine
2-s2.0-85183762041,nursing
2-s2.0-85192277057,medicine
2-s2.0-85197235870,medicine
2-s2.0-85191720050,agricultural & biological sciences
2-s2.0-85191720050,environmental science
2-s2.0-85198833831,dentistry
2-s2.0-85204295910,multidisciplinary
2-s2.0-85212828985,multidisciplinary
2-s2.0-85211467515,medicine
2-s2.0-85213800590,psychology
2-s2.0-85213208365,agricultural & biological sciences
2-s2.0-85213208365,health professions
2-s2.0-85213208365,immunology and microbiology
2-s2.0-85213208365,social sciences
2-s2.0-85206521341,agricultural & biological sciences
2-s2.0-85204402267,environmental science
2-s2.0-85200414596,dentistry
2-s2.0-85152079765,"business, management and accounting"
2-s2.0-85152079765,"economics, econometrics and finance"
2-s2.0-85208114229,chemical engineering
2-s2.0-85208114229,chemistry
2-s2.0-85210579253,"business, management and accounting"
2-s2.0-85210579253,"economics, econometrics and finance"
2-s2.0-85203407095,medicine
2-s2.0-85203407095,psychology
2-s2.0-85202686806,medicine
2-s2.0-85202686806,nursing
2-s2.0-85212255120,computer science
2-s2.0-85199045498,medicine
2-s2.0-85210265407,engineering
2-s2.0-85203124987,computer science
2-s2.0-85203124987,engineering
2-s2.0-85209068018,"business, management and accounting"
2-s2.0-85205344270,chemistry
2-s2.0-85192860566,medicine
2-s2.0-85192854726,medicine
2-s2.0-85206887265,arts and humanities
2-s2.0-85206887265,social sciences
2-s2.0-85207599652,engineering
2-s2.0-85207599652,materials science
2-s2.0-85200535108,medicine
2-s2.0-85205802955,health professions
2-s2.0-85205802955,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85207514907,computer science
2-s2.0-85207514907,engineering
2-s2.0-85207514907,medicine
2-s2.0-85207667916,chemistry
2-s2.0-85207667916,computer science
2-s2.0-85207667916,mathematics
2-s2.0-85207667916,physics and astronomy
2-s2.0-85204639222,energy
2-s2.0-85204639222,engineering
2-s2.0-85200605915,medicine
2-s2.0-85206505957,agricultural & biological sciences
2-s2.0-85206505957,nursing
2-s2.0-85200030096,chemistry
2-s2.0-85200030096,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85201473468,medicine
2-s2.0-85196017294,psychology
2-s2.0-85196017294,social sciences
2-s2.0-85207401652,engineering
2-s2.0-85199047547,computer science
2-s2.0-85199047547,engineering
2-s2.0-85195383985,engineering
2-s2.0-85195383985,materials science
2-s2.0-85195383985,physics and astronomy
2-s2.0-85143633705,medicine
2-s2.0-85204360607,multidisciplinary
2-s2.0-85206468686,agricultural & biological sciences
2-s2.0-85206468686,"biochemistry, genetics & molecular biology"
2-s2.0-85206468686,medicine
2-s2.0-85205275999,medicine
2-s2.0-85207557213,social sciences
2-s2.0-85205096848,"biochemistry, genetics & molecular biology"
2-s2.0-85205096848,immunology and microbiology
2-s2.0-85205096848,medicine
2-s2.0-85205213984,medicine
2-s2.0-85191162381,medicine
2-s2.0-85191162381,neuroscience
2-s2.0-85200985390,chemistry
2-s2.0-85200985390,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85198270850,chemistry
2-s2.0-85198270850,materials science
2-s2.0-85198270850,physics and astronomy
2-s2.0-85205916383,"business, management and accounting"
2-s2.0-85205916383,social sciences
2-s2.0-85200204097,computer science
2-s2.0-85200204097,decision sciences
2-s2.0-85200204097,engineering
2-s2.0-85203411253,computer science
2-s2.0-85203411253,decision sciences
2-s2.0-85205059671,engineering
2-s2.0-85205059671,materials science
2-s2.0-85194310367,engineering
2-s2.0-85200992350,medicine
2-s2.0-85205268645,engineering
2-s2.0-85178416755,arts and humanities
2-s2.0-85178416755,medicine
2-s2.0-85178416755,nursing
2-s2.0-85178416755,social sciences
2-s2.0-85209953791,medicine
2-s2.0-85209953791,social sciences
2-s2.0-85196869286,health professions
2-s2.0-85196869286,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85205068427,"business, management and accounting"
2-s2.0-85205068427,"economics, econometrics and finance"
2-s2.0-85194890624,"biochemistry, genetics & molecular biology"
2-s2.0-85194890624,engineering
2-s2.0-85194890624,health professions
2-s2.0-85194890624,medicine
2-s2.0-85194890624,physics and astronomy
2-s2.0-85205937970,social sciences
2-s2.0-85205894289,social sciences
2-s2.0-85204699882,medicine
2-s2.0-85202161995,"biochemistry, genetics & molecular biology"
2-s2.0-85202161995,chemistry
2-s2.0-85185526998,medicine
2-s2.0-85202486898,chemistry
2-s2.0-85202486898,computer science
2-s2.0-85202486898,mathematics
2-s2.0-85202486898,physics and astronomy
2-s2.0-85200494430,social sciences
2-s2.0-85196286861,nursing
2-s2.0-85193258994,medicine
2-s2.0-85131656443,"business, management and accounting"
2-s2.0-85131656443,"economics, econometrics and finance"
2-s2.0-85201068800,physics and astronomy
2-s2.0-85196718156,multidisciplinary
2-s2.0-85203226210,dentistry
2-s2.0-85196391495,medicine
2-s2.0-85198491819,agricultural & biological sciences
2-s2.0-85198491819,"biochemistry, genetics & molecular biology"
2-s2.0-85198491819,environmental science
2-s2.0-85198491819,social sciences
2-s2.0-85199917741,computer science
2-s2.0-85199917741,energy
2-s2.0-85199917741,environmental science
2-s2.0-85199917741,social sciences
2-s2.0-85200252666,arts and humanities
2-s2.0-85200252666,social sciences
2-s2.0-85198483233,"biochemistry, genetics & molecular biology"
2-s2.0-85198483233,chemical engineering
2-s2.0-85198483233,chemistry
2-s2.0-85198483233,computer science
2-s2.0-85199881162,"biochemistry, genetics & molecular biology"
2-s2.0-85199881162,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85196967749,chemical engineering
2-s2.0-85196967749,chemistry
2-s2.0-85191613013,medicine
2-s2.0-85191613013,psychology
2-s2.0-85191613013,social sciences
2-s2.0-85197004863,nursing
2-s2.0-85196090303,engineering
2-s2.0-85178427016,energy
2-s2.0-85194427298,dentistry
2-s2.0-85195804244,social sciences
2-s2.0-85189827960,health professions
2-s2.0-85189827960,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85203421502,medicine
2-s2.0-85198313984,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85192720354,medicine
2-s2.0-85185950325,multidisciplinary
2-s2.0-85195055103,dentistry
2-s2.0-85188151610,energy
2-s2.0-85195527762,health professions
2-s2.0-85194814037,chemistry
2-s2.0-85194814037,engineering
2-s2.0-85194814037,materials science
2-s2.0-85194814037,physics and astronomy
2-s2.0-85191465660,medicine
2-s2.0-85192566912,multidisciplinary
2-s2.0-85191774327,multidisciplinary
2-s2.0-85138704091,social sciences
2-s2.0-85217515049,medicine
2-s2.0-85197535191,computer science
2-s2.0-85192566405,chemical engineering
2-s2.0-85192566405,chemistry
2-s2.0-85192566405,materials science
2-s2.0-85192566405,mathematics
2-s2.0-85192566405,physics and astronomy
2-s2.0-85194126974,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85194905903,medicine
2-s2.0-85192759084,"biochemistry, genetics & molecular biology"
2-s2.0-85192759084,chemical engineering
2-s2.0-85192759084,chemistry
2-s2.0-85192759084,computer science
2-s2.0-85187805309,chemical engineering
2-s2.0-85187805309,engineering
2-s2.0-85187805309,environmental science
2-s2.0-85184752734,medicine
2-s2.0-85191196299,"economics, econometrics and finance"
2-s2.0-85191196299,environmental science
2-s2.0-85191196299,social sciences
2-s2.0-85189520130,multidisciplinary
2-s2.0-85150874335,computer science
2-s2.0-85150874335,social sciences
2-s2.0-85203717223,social sciences
2-s2.0-85192325813,chemical engineering
2-s2.0-85192325813,chemistry
2-s2.0-85192325813,engineering
2-s2.0-85192325813,materials science
2-s2.0-85192325813,physics and astronomy
2-s2.0-85202695024,health professions
2-s2.0-85202695024,medicine
2-s2.0-85202695024,neuroscience
2-s2.0-85183052627,medicine
2-s2.0-85144789641,computer science
2-s2.0-85185390965,social sciences
2-s2.0-85190270974,"biochemistry, genetics & molecular biology"
2-s2.0-85190270974,chemistry
2-s2.0-85190270974,computer science
2-s2.0-85190270974,engineering
2-s2.0-85190270974,physics and astronomy
2-s2.0-85189897045,engineering
2-s2.0-85189897045,materials science
2-s2.0-85191362829,immunology and microbiology
2-s2.0-85191362829,medicine
2-s2.0-85188893021,nursing
2-s2.0-85188842968,computer science
2-s2.0-85188842968,health professions
2-s2.0-85188842968,psychology
2-s2.0-85188842968,social sciences
2-s2.0-85185685266,computer science
2-s2.0-85185685266,social sciences
2-s2.0-85191973786,computer science
2-s2.0-85191973786,engineering
2-s2.0-85182170524,medicine
2-s2.0-85184043887,engineering
2-s2.0-85180365726,multidisciplinary
2-s2.0-85181804217,"biochemistry, genetics & molecular biology"
2-s2.0-85175040049,"biochemistry, genetics & molecular biology"
2-s2.0-85171650343,medicine
2-s2.0-85171650343,social sciences
2-s2.0-85178344352,medicine
2-s2.0-85180987187,computer science
2-s2.0-85146167419,medicine
2-s2.0-85160852644,social sciences
2-s2.0-85183974129,environmental science
2-s2.0-85158902127,"business, management and accounting"
2-s2.0-85164742084,computer science
2-s2.0-85131151834,social sciences
2-s2.0-85164439129,energy
2-s2.0-85164439129,physics and astronomy
2-s2.0-85201968063,medicine
2-s2.0-85201968063,neuroscience
2-s2.0-85215120128,arts and humanities
2-s2.0-85215120128,"biochemistry, genetics & molecular biology"
2-s2.0-85215120128,immunology and microbiology
2-s2.0-85215120128,medicine
2-s2.0-85215120128,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85215120128,social sciences
2-s2.0-85192013164,"biochemistry, genetics & molecular biology"
2-s2.0-105002999820,arts and humanities
2-s2.0-85214441394,social sciences
2-s2.0-85183938962,computer science
2-s2.0-85201778348,computer science
2-s2.0-85201778348,engineering
2-s2.0-85213053492,unknown
2-s2.0-85200808520,engineering
2-s2.0-85210043537,arts and humanities
2-s2.0-85204312544,arts and humanities
2-s2.0-85204312544,social sciences
2-s2.0-85198377747,social sciences
2-s2.0-85201145307,computer science
2-s2.0-85201145307,psychology
2-s2.0-85201145307,social sciences
2-s2.0-85201454388,computer science
2-s2.0-85201454388,engineering
2-s2.0-85212107402,arts and humanities
2-s2.0-85212107402,psychology
2-s2.0-85212107402,social sciences
2-s2.0-85207109376,computer science
2-s2.0-85207109376,engineering
2-s2.0-85207109376,mathematics
2-s2.0-85209481384,medicine
2-s2.0-85198655136,social sciences
2-s2.0-85190730805,arts and humanities
2-s2.0-85190730805,social sciences
2-s2.0-85182818824,mathematics
2-s2.0-85186448626,arts and humanities
2-s2.0-85186448626,social sciences
2-s2.0-85181966210,multidisciplinary
2-s2.0-85209786833,"business, management and accounting"
2-s2.0-85209786833,"economics, econometrics and finance"
2-s2.0-85209786833,social sciences
2-s2.0-85207565261,unknown
2-s2.0-85164380599,medicine
2-s2.0-85164380599,nursing
2-s2.0-85182582594,"business, management and accounting"
2-s2.0-85186849338,computer science
2-s2.0-85201110204,nursing
2-s2.0-85195923196,psychology
2-s2.0-85195923196,social sciences
2-s2.0-85203325932,mathematics
2-s2.0-85209103398,medicine
2-s2.0-85209103398,nursing
2-s2.0-85183090727,computer science
2-s2.0-85183090727,engineering
2-s2.0-85183090727,mathematics
2-s2.0-85164469883,medicine
2-s2.0-85162894215,computer science
2-s2.0-85183144039,arts and humanities
2-s2.0-85216289778,social sciences
2-s2.0-85213311076,unknown
2-s2.0-85200038697,"economics, econometrics and finance"
2-s2.0-85200038697,energy
2-s2.0-85201755565,engineering
2-s2.0-85186546643,nursing
2-s2.0-85201408490,arts and humanities
2-s2.0-85201408490,social sciences
2-s2.0-85212944906,arts and humanities
2-s2.0-105002433369,unknown
2-s2.0-85195185954,nursing
2-s2.0-85169920908,medicine
2-s2.0-85169920908,nursing
2-s2.0-85186971470,computer science
2-s2.0-85186971470,engineering
2-s2.0-85186971470,materials science
2-s2.0-85180717206,chemistry
2-s2.0-85180717206,materials science
2-s2.0-85147154023,agricultural & biological sciences
2-s2.0-85147154023,chemical engineering
2-s2.0-85126590810,medicine
2-s2.0-85191830748,nursing
2-s2.0-85195694634,health professions
2-s2.0-85195694634,medicine
2-s2.0-85207808827,computer science
2-s2.0-85207808827,engineering
2-s2.0-85207808827,materials science
2-s2.0-85205824203,"biochemistry, genetics & molecular biology"
2-s2.0-85205824203,environmental science
2-s2.0-85205824203,medicine
2-s2.0-85188819921,social sciences
2-s2.0-85182730413,multidisciplinary
2-s2.0-85204190659,unknown
2-s2.0-85187905931,"business, management and accounting"
2-s2.0-85187905931,decision sciences
2-s2.0-85159105453,medicine
2-s2.0-85187025843,computer science
2-s2.0-85187025843,engineering
2-s2.0-85187025843,materials science
2-s2.0-85216421073,unknown
2-s2.0-85197589614,"business, management and accounting"
2-s2.0-85197589614,decision sciences
2-s2.0-86000004142,unknown
2-s2.0-85183039577,medicine
2-s2.0-85183039577,social sciences
2-s2.0-85186873440,"biochemistry, genetics & molecular biology"
2-s2.0-85186873440,engineering
2-s2.0-85186873440,medicine
2-s2.0-85177839357,"biochemistry, genetics & molecular biology"
2-s2.0-85177839357,medicine
2-s2.0-85197614397,"biochemistry, genetics & molecular biology"
2-s2.0-85169878419,medicine
2-s2.0-86000337895,arts and humanities
2-s2.0-86000337895,social sciences
2-s2.0-85200242349,computer science
2-s2.0-85200242349,engineering
2-s2.0-85200242349,materials science
2-s2.0-85214374967,mathematics
2-s2.0-85195502625,medicine
2-s2.0-85215277688,mathematics
2-s2.0-85180704549,computer science
2-s2.0-85180704549,engineering
2-s2.0-85180704549,mathematics
2-s2.0-85191162839,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85205809741,medicine
2-s2.0-85197753140,arts and humanities
2-s2.0-85197753140,social sciences
2-s2.0-85212182764,computer science
2-s2.0-85212430917,computer science
2-s2.0-85212430917,decision sciences
2-s2.0-85212430917,"economics, econometrics and finance"
2-s2.0-85212430917,engineering
2-s2.0-85212430917,mathematics
2-s2.0-85212430917,social sciences
2-s2.0-85213011149,computer science
2-s2.0-85198468954,computer science
2-s2.0-85198067074,multidisciplinary
2-s2.0-85164519700,"business, management and accounting"
2-s2.0-85164519700,environmental science
2-s2.0-85164519700,social sciences
2-s2.0-85184256023,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85210020408,computer science
2-s2.0-85210020408,decision sciences
2-s2.0-85210020408,"economics, econometrics and finance"
2-s2.0-85210020408,engineering
2-s2.0-85210020408,mathematics
2-s2.0-85210020408,social sciences
2-s2.0-85183583184,engineering
2-s2.0-85176354619,engineering
2-s2.0-85206591194,"business, management and accounting"
2-s2.0-85206591194,social sciences
2-s2.0-85171553664,computer science
2-s2.0-85171553664,engineering
2-s2.0-85171553664,social sciences
2-s2.0-85210561105,"business, management and accounting"
2-s2.0-85209088665,medicine
2-s2.0-85185138194,psychology
2-s2.0-85192997711,"biochemistry, genetics & molecular biology"
2-s2.0-85192997711,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85181573742,computer science
2-s2.0-85181573742,engineering
2-s2.0-85181573742,materials science
2-s2.0-85198529184,"biochemistry, genetics & molecular biology"
2-s2.0-85198529184,medicine
2-s2.0-85186940182,arts and humanities
2-s2.0-85186940182,"biochemistry, genetics & molecular biology"
2-s2.0-85186940182,immunology and microbiology
2-s2.0-85186940182,medicine
2-s2.0-85186940182,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85186940182,social sciences
2-s2.0-105015505188,chemistry
2-s2.0-105015505188,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105025578195,computer science
2-s2.0-105025578195,social sciences
2-s2.0-105021448621,medicine
2-s2.0-85216828214,"biochemistry, genetics & molecular biology"
2-s2.0-85216828214,medicine
2-s2.0-85216828214,neuroscience
2-s2.0-85218098846,"biochemistry, genetics & molecular biology"
2-s2.0-105010143406,nursing
2-s2.0-105009542049,arts and humanities
2-s2.0-105009542049,"business, management and accounting"
2-s2.0-105009542049,"economics, econometrics and finance"
2-s2.0-105009542049,psychology
2-s2.0-105009542049,social sciences
2-s2.0-105015340905,engineering
2-s2.0-85191953063,"business, management and accounting"
2-s2.0-85191953063,decision sciences
2-s2.0-85191953063,"economics, econometrics and finance"
2-s2.0-105022492514,materials science
2-s2.0-105020909443,engineering
2-s2.0-105017857210,computer science
2-s2.0-105017857210,engineering
2-s2.0-105017857210,mathematics
2-s2.0-105000843877,multidisciplinary
2-s2.0-105007065599,medicine
2-s2.0-105025924314,agricultural & biological sciences
2-s2.0-105025924314,environmental science
2-s2.0-105025924314,social sciences
2-s2.0-85219731265,nursing
2-s2.0-105022114091,medicine
2-s2.0-85218133334,"biochemistry, genetics & molecular biology"
2-s2.0-85218133334,medicine
2-s2.0-105023292523,medicine
2-s2.0-85211198574,agricultural & biological sciences
2-s2.0-85211198574,"biochemistry, genetics & molecular biology"
2-s2.0-105018847528,computer science
2-s2.0-105018847528,engineering
2-s2.0-105018847528,mathematics
2-s2.0-105014169528,medicine
2-s2.0-105000798498,multidisciplinary
2-s2.0-105023056109,environmental science
2-s2.0-105023056109,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105014595313,energy
2-s2.0-105014595313,environmental science
2-s2.0-105014595313,social sciences
2-s2.0-105011378466,medicine
2-s2.0-105011378466,nursing
2-s2.0-105011378466,social sciences
2-s2.0-105003279297,medicine
2-s2.0-105003279297,social sciences
2-s2.0-105004704171,multidisciplinary
2-s2.0-105023593438,multidisciplinary
2-s2.0-105020318209,medicine
2-s2.0-85219741622,nursing
2-s2.0-105013282171,"biochemistry, genetics & molecular biology"
2-s2.0-105013282171,immunology and microbiology
2-s2.0-105022940709,multidisciplinary
2-s2.0-105007100767,multidisciplinary
2-s2.0-105017771801,multidisciplinary
2-s2.0-105013221879,energy
2-s2.0-105013221879,environmental science
2-s2.0-105013221879,social sciences
2-s2.0-105013781461,health professions
2-s2.0-105013781461,medicine
2-s2.0-105010009881,medicine
2-s2.0-105010009881,social sciences
2-s2.0-105018907874,energy
2-s2.0-105018907874,engineering
2-s2.0-105018907874,environmental science
2-s2.0-105018907874,mathematics
2-s2.0-105021229132,medicine
2-s2.0-105007994167,chemistry
2-s2.0-105022917310,"biochemistry, genetics & molecular biology"
2-s2.0-105022917310,immunology and microbiology
2-s2.0-105022917310,medicine
2-s2.0-105021638204,"biochemistry, genetics & molecular biology"
2-s2.0-105021638204,chemical engineering
2-s2.0-105021638204,chemistry
2-s2.0-105021638204,computer science
2-s2.0-105020766414,medicine
2-s2.0-105022899570,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105013393726,computer science
2-s2.0-105013393726,medicine
2-s2.0-105022685216,computer science
2-s2.0-105022685216,mathematics
2-s2.0-85211901741,agricultural & biological sciences
2-s2.0-105017047076,nursing
2-s2.0-105008243645,"business, management and accounting"
2-s2.0-105008243645,environmental science
2-s2.0-105008243645,social sciences
2-s2.0-105027151496,arts and humanities
2-s2.0-105027151496,social sciences
2-s2.0-105023313431,computer science
2-s2.0-105007062700,health professions
2-s2.0-105007062700,medicine
2-s2.0-105020461971,social sciences
2-s2.0-105020094453,chemical engineering
2-s2.0-105020094453,chemistry
2-s2.0-105020094453,materials science
2-s2.0-105015376821,immunology and microbiology
2-s2.0-105015376821,medicine
2-s2.0-105018892645,"biochemistry, genetics & molecular biology"
2-s2.0-105018892645,chemical engineering
2-s2.0-105018892645,chemistry
2-s2.0-105018892645,computer science
2-s2.0-105009610216,dentistry
2-s2.0-105007309502,chemistry
2-s2.0-105007309502,engineering
2-s2.0-105007309502,materials science
2-s2.0-105007309502,physics and astronomy
2-s2.0-105020017938,chemistry
2-s2.0-105011754575,medicine
2-s2.0-105018762314,multidisciplinary
2-s2.0-105014094474,computer science
2-s2.0-105009642371,chemical engineering
2-s2.0-105009642371,materials science
2-s2.0-105008896327,agricultural & biological sciences
2-s2.0-105016905033,engineering
2-s2.0-105015459238,chemical engineering
2-s2.0-105017111825,computer science
2-s2.0-105017443357,medicine
2-s2.0-105008010951,engineering
2-s2.0-105015889043,medicine
2-s2.0-105016020700,health professions
2-s2.0-105016020700,medicine
2-s2.0-105012752993,medicine
2-s2.0-105012752993,neuroscience
2-s2.0-105023293930,"business, management and accounting"
2-s2.0-105023293930,"economics, econometrics and finance"
2-s2.0-105023293930,social sciences
2-s2.0-105008805412,medicine
2-s2.0-85211109696,"economics, econometrics and finance"
2-s2.0-105004287270,health professions
2-s2.0-105004287270,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105016088293,agricultural & biological sciences
2-s2.0-105016088293,"biochemistry, genetics & molecular biology"
2-s2.0-105016088293,environmental science
2-s2.0-105016088293,social sciences
2-s2.0-105016461913,engineering
2-s2.0-105016461913,materials science
2-s2.0-105016461913,physics and astronomy
2-s2.0-105011367864,medicine
2-s2.0-105011367864,neuroscience
2-s2.0-105016846723,agricultural & biological sciences
2-s2.0-105016846723,"economics, econometrics and finance"
2-s2.0-105009882690,arts and humanities
2-s2.0-105009882690,computer science
2-s2.0-105009882690,social sciences
2-s2.0-105016865705,agricultural & biological sciences
2-s2.0-105016865705,"economics, econometrics and finance"
2-s2.0-105009618030,agricultural & biological sciences
2-s2.0-105003975341,medicine
2-s2.0-105012038701,medicine
2-s2.0-105012038701,nursing
2-s2.0-105014386178,medicine
2-s2.0-105016175135,"biochemistry, genetics & molecular biology"
2-s2.0-105016175135,chemistry
2-s2.0-105016175135,engineering
2-s2.0-105016175135,environmental science
2-s2.0-105016175135,materials science
2-s2.0-105016175135,mathematics
2-s2.0-105016175135,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105016175135,physics and astronomy
2-s2.0-105002386770,agricultural & biological sciences
